ID,Section,Question,Option 1,Option 2,Option 3,Option 4,Ans(1-4),Translation,Explanation,Interval,Ease,Next_Review
461,199,Why don't you ( ) some ice cream?,keep up with,help yourself to,make much of,get out of,2,アイスクリームを自由に召し上がってください。,"●Help yourself to A. 「A (飲食物)を自由に食べて[飲んで]ください」 選択肢① keep up with A 「Aに遅れずについていく」、③ make much of A 「Aを重視する」、④ get out of A 「Aから外に出る」。 [cite: 2529-2533, 2559, 2560]",0,2.5,
462,199,"Who did you go to the movie with? ""No one. I went ( ).""",by myself,with him,with anyone,by nobody,1,「だれと映画を見に行ったの?」「だれとも。ひとりで行ったんだ」,"●by oneself 「ひとりで」 by oneself は「ひとりで (=alone)」と「独力で」という2つの意味がある。「独力で」という意味では for oneself も同じ意味になる。 [cite: 2543-2547, 2562, 2563]",0,2.5,
463,199,He was ( ) himself with worry about his sick mother.,by,for,beside,beyond,3,彼は病気の母のことが心配で、我を忘れていた。,"●be beside oneself (with A) 「(Aで)我を忘れる/取り乱す」 ▶この表現の beside Aは「Aをはずれて」という意味。beside the point 「要点からはずれて」。 [cite: 2550-2554, 2565, 2564]",0,2.5,
464,199,Most of the work that most people have to do is not in ( ) interesting.,itself,little,that,them,1,ほとんどの人々がしなければならない仕事の大半は、それ自体は、おもしろいものではない。,"●in itself 「それ自体、本質的に」 この表現は「物・事」に対して in itself / themselves という形で用いるのが原則。 [cite: 2567-2569, 2570, 2580]",0,2.5,
465,198,There is something noble ( ) her.,about,around,on,along,1,彼女にはどこか高貴なところがある。,"●There is something +形容詞+ about A. 「Aにはどこか･･･なところがある」 ●プラス There is nothing+形容詞+ about A.は 「Aには･･･なところはない」という意味になる。 [cite: 2602, 2605-2606, 2635, 2636]",0,2.5,
466,198,There seems to be ( ) with this wall clock; it doesn't work at all.,something the matter,anything matter,something matter,nothing the matter,1,この掛け時計はどこか調子が悪いようだ。まったく動かない。,"●There is something the matter with A、「Aはどこか悪いところがある」 ►the matter の代わりに wrong を使った There is something wrong with A. も同じ意味になる。 [cite: 2608-2613, 2637, 2638]",0,2.5,
467,198,She is ( ) of a musician and composes her own music.,something,anything,somebody,everything,1,彼女はちょっとした音楽家で、自身で作曲もする。,"●something of a +名詞 「ちょっとした(名詞)/かなりの(名詞)」 ▶慣用的な表現として正確に覚えておこう。 [cite: 2614-2617, 2655, 2658]",0,2.5,
468,197,"Do you think the teacher will really fail us? ""From the low scores on our final test, ( ).""",I hope so,I'm afraid not,I cannot hope so,I'm afraid so,4,「先生が本当に私たちを落第させると思う？」「期末テストの低い点数からすれば、残念だけどそうなるね」,"●that 節の代わりに用いる so ▶対話が成立するためには、I'm afraid that the teacher will really fail us 「残念だが先生は私たちを落第させると思う」という英文にする必要がある。よって、肯定の内容のthat節の代わりに so を用いた④ I'm afraid soが正解。 [cite: 2681-2686, 2711, 2712]",0,2.5,
469,197,"Is Betty coming to my birthday party tonight? ""( ). She is busy with her homework.""",I don't suppose it,I suppose it,I suppose not,I suppose so,3,「ベティーは今夜の私の誕生日パーティーに来るかな？」「来ないだろうな。彼女は宿題で忙しいよ」,"●that 節の代わりに用いる not ▶対話が成立するためには、I suppose that Betty is not coming to your birthday party tonight 「ベティは今夜の君の誕生日パーティーには来ないと思う」という英文にする必要がある。よって、否定の内容の that 節の代わりに not を用いた③ I suppose not が正解。 [cite: 2688-2693, 2714, 2715]",0,2.5,
470,196,"There're many kinds of flowers in this garden. Some are red, and ( ) are yellow.",the other,other,another,others,4,この庭にはたくさんの種類の花がある。赤いものもあれば、黄色いものもある。,"●others 「他のもの/他の人」 others は同じ種類の「他のもの/他の人」という意味。others は another の複数形だと理解すればよい。▶本間のようにsome･･･ (and) others･･･「･･･のものもあれば〜のものもある/･･･の人もいれば〜の人もいる」という形で用いる場合が多い。 [cite: 2734-2737, 2743, 2744, 2746]",0,2.5,
471,196,"To say is one thing, and to do is quite ( ).",other,another,the other,others,2,言うことと、することはまったく別だ。,"●A is one thing and B is another. 「AとBとは別のものだ」 ▶慣用表現として正確に覚えておこう。 [cite: 2739-2740, 2777, 2779]",0,2.5,
472,196,The physician will examine all of you ( ).,one after others,the one after the other,one after another,one after the another,3,その内科医が皆さん全員をひとりひとり順番に診察します。,"●one after another 「次々に」 ▶one after another 「次々に」は副詞句であることを確認しよう。プラス 「次々に」という意味で(one +単数名詞+ after another) という表現もある。 [cite: 2741, 2750-2754, 2780, 2783]",0,2.5,
473,196,We had to wait ( ) two hours for the train to come.,other,another,more,any,2,電車が来るまで、私たちはさらに2時間待たなければならなかった。,"●(another +数詞+A) 「あと･･･のA/さらに･･･のA」 この表現は「距離、時間、お金」などを追加する場合に用いる。〈数詞+A〉を1つのセットと見なし、それをさらに1つ加えるというイメージで理解すればよい。 [cite: 2760-2761, 2784, 2785]",0,2.5,
474,196,Sexual harassment is a serious issue and should be treated as ( ).,if,much,such,yet,3,セクシャルハラスメントは深刻な問題であり、そういうものとして扱われるべきである。,"●as such 「そういうものとして/それなりに」 suchが前文の名詞を受けて、as such という形で「そういうものとして/それなりに」という意味を表すことがある。be treated [recognized / accepted] as such「そういうものとして扱われる[認められる/受けとめられる]」などの表現で用いられる。▶本間の代名詞 such は a serious issue を受けている。 [cite: 2766-2767, 2802, 2803]",0,2.5,
475,195,( ) students in the classroom looked older than me.,Almost all the,Almost every,Most the,Most of,1,その教室にいる生徒のほとんどが私よりも年上に見えた。,"●almost all (of) A 「Aのほとんど/Aの大部分」(= most of A) almost all 「ほとんどすべての･･･」、most... 「ほとんどの･･･」であることから、almost all of A = most of A 「Aのほとんど」となる。(almost all of the [one's] +名詞)の表現ではofが省略されて 〈almost all the [one's] +名詞〉という形になることが多い。 [cite: 2808-2809, 2832]",0,2.5,
476,195,( ) computer languages use letters and numbers.,Almost,Most every,Almost all,Nearly,3,ほとんどのコンピューター言語が文字と数字を用いる。,"●(almost all +名詞) 「ほとんどの･･･/大部分の･･･」(= (most+名詞)) ▶③ Almost all を選ぶと Almost all computer languages 「ほとんどのコンピューター言語」(=most computer languages) となり文意も通る。●注意 almost all of A の of が省略された、almost all Aと見た目の形が同じになることに注意。 [cite: 2810-2813, 2834, 2835, 2836]",0,2.5,
477,195,The two dogs are so alike that no one can tell one from ( ).,another,other,others,the other,4,その2匹の犬はとても似ているので、だれにも見分けがつかない。,"●the other 「他方/もう一方」 2つの要素があるとき、「一方」をoneで指し、「他方/もう一方」を the other で指す。2つの要素の中で、どちらかの不特定の1つを選ぶと、残りの1つは特定のものになるので other に theをつける。この場合、残りの方は、1つなので複数の-sはつけない。 [cite: 2817-2818, 2843, 2844]",0,2.5,
478,195,I don't like this bag. Would you please show me ( )?,one,other,another,something,3,このバッグは好みではありません。別のものを見せてもらえますか。,"●another 「別のもの/別の人」 another は同じ種類の「別のもの/別の人」という意味。▶「同じバッグという種類だが、これとは別のバッグ」という意味で another を使う。 [cite: 2820-2822, 2867, 2866, 2868]",0,2.5,
479,195,I have five boxes here. One is full of books and ( ) are all empty.,other,the ones,the other,the others,4,ここに箱が5つあります。1つは本でいっぱいで、残りはすべて空です。,"●the others 「残り全部」 あるグループの中からいくつかを取って、その「(複数個の) 残り全部」を the others で表す。残りが1つ[1人] の場合は the other を用いる。▶本間の「残り」は4つの箱なので、 the others を用いるのが正しい。 [cite: 2825-2829, 2870, 2872, 2873]",0,2.5,
480,194,"The two brothers had no parents, so both of them helped ( ).",each another,each other,one other,each them,2,その兄弟には両親がいなかったので、彼らは互いに助け合った。,"●each other 「お互い」 (= one another) each other は 「お互い」という意味の代名詞。代名詞であって、副詞句ではないことに注意。本問の each other は他動詞 helpedの目的語。 [cite: 2876-2879, 2903, 2904, 2908]",0,2.5,
